Linux 3.10.0-229.el7.x86_64 (rhel7-23.in.ibm.com) 	11/10/2015 	_x86_64_	(24 CPU)

05:40:03 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:16 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:16 PM      eth0     66.00     74.00     22.97     10.75      0.00      0.00      0.00
05:40:16 PM      eth1      7.00      0.00      0.41      0.00      0.00      0.00      0.00
05:40:16 PM      eth2      4.00      0.00      0.23      0.00      0.00      0.00      0.00
05:40:16 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:16 PM      eth4     22.00     35.00      1.29      4.47      0.00      0.00      0.00
05:40:16 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:16 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:16 PM     br-ex      7.00      0.00      0.41      0.00      0.00      0.00      0.00

05:40:16 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:17 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:17 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:17 PM    br-int      2.00      0.00      0.16      0.00      0.00      0.00      0.00
05:40:17 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:17 PM      eth0     32.00     42.00      6.39      5.30      0.00      0.00      0.00
05:40:17 PM      eth1      8.00      0.00      0.47      0.00      0.00      0.00      6.00
05:40:17 PM      eth2      4.00      0.00      0.23      0.00      0.00      0.00      0.00
05:40:17 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:17 PM      eth4     19.00     28.00      1.12      3.34      0.00      0.00      0.00
05:40:17 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:17 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:17 PM     br-ex      8.00      0.00      0.47      0.00      0.00      0.00      0.00

05:40:17 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:18 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:18 PM tapfa359b7a-49      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:18 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:18 PM    br-int 123530.00      0.00 3426620.29      0.00      0.00      0.00      0.00
05:40:18 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:18 PM      eth0 645206853.00 2865087054.00 831352224.93 3883530346.47      0.00      0.00    633.00
05:40:18 PM      eth1 4089137440.00 1300280100.00 5223899218.98 1666003300.72      0.00      0.00 305224.00
05:40:18 PM      eth2 398774.00      0.00  23544.67      0.00      0.00      0.00     24.00
05:40:18 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:18 PM      eth4 467763.00  75816.00  28598.67  13319.27      0.00      0.00    697.00
05:40:18 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:18 PM        lo 899731.00 899731.00  46764.75  46764.75      0.00      0.00      0.00
05:40:18 PM     br-ex 901815.00 234804.00 11309344.12  17370.74      0.00      0.00      0.00

05:40:18 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:19 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:19 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:19 PM    br-int      5.00      0.00      0.41      0.00      0.00      0.00      0.00
05:40:19 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:19 PM      eth0     45.00     57.00      9.70      8.32      0.00      0.00      0.00
05:40:19 PM      eth1      8.00      0.00      0.47      0.00      0.00      0.00      6.00
05:40:19 PM      eth2      4.00      0.00      0.23      0.00      0.00      0.00      0.00
05:40:19 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:19 PM      eth4     16.00     28.00      0.94      3.34      0.00      0.00      0.00
05:40:19 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:19 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:19 PM     br-ex      8.00      0.00      0.48      0.00      0.00      0.00      0.00

05:40:19 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:20 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:20 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:20 PM    br-int      3.00      0.00      0.22      0.00      0.00      0.00      0.00
05:40:20 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:20 PM      eth0     69.00     87.00     15.78     15.71      0.00      0.00      0.00
05:40:20 PM      eth1     10.00      0.00      0.87      0.00      0.00      0.00      0.00
05:40:20 PM      eth2      5.00      0.00      0.29      0.00      0.00      0.00      0.00
05:40:20 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:20 PM      eth4     24.00     29.00      1.44      3.48      0.00      0.00      0.00
05:40:20 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:20 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:20 PM     br-ex     10.00      0.00      0.87      0.00      0.00      0.00      0.00

05:40:20 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:21 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:21 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:21 PM    br-int      2.00      0.00      0.18      0.00      0.00      0.00      0.00
05:40:21 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:21 PM      eth0     50.00     62.00     12.15     11.25      0.00      0.00      0.00
05:40:21 PM      eth1     10.00      0.00      0.59      0.00      0.00      0.00      7.00
05:40:21 PM      eth2      5.00      0.00      0.29      0.00      0.00      0.00      0.00
05:40:21 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:21 PM      eth4     15.00     20.00      0.88      2.38      0.00      0.00      0.00
05:40:21 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:21 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:21 PM     br-ex     10.00      0.00      0.59      0.00      0.00      0.00      0.00

05:40:21 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:22 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:22 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:22 PM    br-int      3.00      0.00      0.23      0.00      0.00      0.00      0.00
05:40:22 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:22 PM      eth0     68.00     90.00     13.56     16.43      0.00      0.00      0.00
05:40:22 PM      eth1      8.00      0.00      0.47      0.00      0.00      0.00      0.00
05:40:22 PM      eth2      5.00      0.00      0.29      0.00      0.00      0.00      0.00
05:40:22 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:22 PM      eth4     21.00     32.00      1.23      3.81      0.00      0.00      0.00
05:40:22 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:22 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:22 PM     br-ex      8.00      0.00      0.47      0.00      0.00      0.00      0.00

05:40:22 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:23 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:23 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:23 PM    br-int      4.00      0.00      0.31      0.00      0.00      0.00      0.00
05:40:23 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:23 PM      eth0     80.00    105.00     20.17     19.91      0.00      0.00      0.00
05:40:23 PM      eth1      9.00      0.00      0.81      0.00      0.00      0.00      7.00
05:40:23 PM      eth2      4.00      0.00      0.23      0.00      0.00      0.00      0.00
05:40:23 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:23 PM      eth4     15.00     24.00      0.90      3.12      0.00      0.00      0.00
05:40:23 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:23 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:23 PM     br-ex      9.00      0.00      0.81      0.00      0.00      0.00      0.00

05:40:23 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:24 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:24 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:24 PM    br-int      3.00      0.00      0.24      0.00      0.00      0.00      0.00
05:40:24 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:24 PM      eth0     66.00     85.00     18.31     15.57      0.00      0.00      0.00
05:40:24 PM      eth1      6.00      0.00      0.36      0.00      0.00      0.00      0.00
05:40:24 PM      eth2      3.00      0.00      0.18      0.00      0.00      0.00      0.00
05:40:24 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:24 PM      eth4     18.00     21.00      1.10      2.90      0.00      0.00      0.00
05:40:24 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:24 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:24 PM     br-ex      6.00      0.00      0.36      0.00      0.00      0.00      0.00

05:40:24 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:25 PM      usb0      0.99      0.99      0.08      0.09      0.00      0.00      0.00
05:40:25 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:25 PM    br-int      0.99      0.00      0.08      0.00      0.00      0.00      0.00
05:40:25 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:25 PM      eth0     48.51     45.54     19.15      6.80      0.00      0.00      0.00
05:40:25 PM      eth1      7.92      0.00      0.47      0.00      0.00      0.00      6.93
05:40:25 PM      eth2      3.96      0.00      0.23      0.00      0.00      0.00      0.00
05:40:25 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:25 PM      eth4     11.88     15.84      0.70      2.13      0.00      0.00      0.00
05:40:25 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:25 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:25 PM     br-ex      7.92      0.00      0.47      0.00      0.00      0.00      0.00
05:40:25 PM qr-9684d5e9-08      0.00      0.00      0.00      0.00      0.00      0.00      0.00

05:40:25 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:26 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:26 PM qr-1d29fd6f-47      2.00      0.00      0.12      0.00      0.00      0.00      0.00
05:40:26 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:26 PM    br-int 123559.00      0.00 3426622.61      0.00      0.00      0.00      0.00
05:40:26 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:26 PM      eth0 645207424.00 2865087721.00 831352400.20 3883530463.32      0.00      0.00    633.00
05:40:26 PM      eth1 4089137506.00 1300280100.00 5223899223.43 1666003300.72      0.00      0.00 305251.00
05:40:26 PM      eth2 398808.00      0.00  23546.66      0.00      0.00      0.00     24.00
05:40:26 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:26 PM      eth4 467901.00  76008.00  28606.88  13343.44      0.00      0.00    697.00
05:40:26 PM      eth5      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:26 PM        lo 899731.00 899731.00  46764.75  46764.75      0.00      0.00      0.00
05:40:26 PM     br-ex 901881.00 234804.00 11309348.59  17370.74      0.00      0.00      0.00
05:40:26 PM tap54498f30-73      2.00      0.00      0.12      0.00      0.00      0.00      0.00

05:40:26 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:40:27 PM      usb0      1.00      1.00      0.08      0.10      0.00      0.00      0.00
05:40:27 PM qr-979d0ee1-7f      6.00      0.00      0.55      0.00      0.00      0.00      0.00
05:40:27 PM ovs-system      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:27 PM qr-5a37d172-37      5.00      0.00      0.51      0.00      0.00      0.00      0.00
05:40:27 PM    br-int 123573.00      0.00 3426623.80      0.00      0.00      0.00      0.00
05:40:27 PM    br-tun      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:27 PM qr-fc5a413b-c1      5.00      0.00      0.51      0.00      0.00      0.00      0.00
05:40:27 PM      eth0 645207476.00 2865087779.00 831352414.32 3883530472.92      0.00      0.00    633.00
05:40:27 PM      eth1 4089137516.00 1300280102.00 5223899224.36 1666003300.91      0.00      0.00 305257.00
05:40:27 PM      eth2 398812.00      0.00  23546.89      0.00      0.00      0.00     24.00
05:40:27 PM      eth3      0.00      0.00      0.00      0.00      0.00      0.00      0.00
